dataset,snapshot,query_id,policy,batch,budget,accesses,dense,sparse,known,stop,k,k_lower,k_upper,k20,ndcg20,full_ndcg20,cost20,baseline20_complete,budget20_cost,elapsed_seconds,baseline_cost_lower,capped_cost_upper,ndcg20_upper
nfcorpus,0,PLAIN-2061,dibud,1,2048,1986,1944,42,1,cap100,100,100,100,20,0.8765618410422638,0.8765618410422638,227,1,227,0.0291628837585449,227.0,227.0,0.8765618410422638
nfcorpus,0,PLAIN-2061,dibud,1,4096,1986,1944,42,1,cap100,100,100,100,20,0.8765618410422638,0.8765618410422638,227,1,227,0.0291640758514404,227.0,227.0,0.8765618410422638
nfcorpus,0,PLAIN-2061,dibud,1,8192,1986,1944,42,1,cap100,100,100,100,20,0.8765618410422638,0.8765618410422638,227,1,227,0.0291640758514404,227.0,227.0,0.8765618410422638
nfcorpus,0,PLAIN-2061,dibud,1,10000,1986,1944,42,1,cap100,100,100,100,20,0.8765618410422638,0.8765618410422638,227,1,227,0.0291640758514404,227.0,227.0,0.8765618410422638
nfcorpus,0,PLAIN-207,dibud,1,128,128,59,69,1,budget,19,19,19,19,0.5440448510008657,0.5440448510008657,131,1,128,0.0191829204559326,131.0,128.0,0.5440448510008657
nfcorpus,0,PLAIN-207,dibud,1,256,256,87,169,1,budget,29,29,29,20,0.5440448510008657,0.5440448510008657,131,1,131,0.019183874130249,131.0,131.0,0.5440448510008657
nfcorpus,0,PLAIN-207,dibud,1,512,512,281,231,1,budget,48,48,48,20,0.5440448510008657,0.5440448510008657,131,1,131,0.019183874130249,131.0,131.0,0.5440448510008657
nfcorpus,0,PLAIN-207,dibud,1,1024,1024,616,408,1,budget,61,61,61,20,0.5440448510008657,0.5440448510008657,131,1,131,0.019183874130249,131.0,131.0,0.5440448510008657
nfcorpus,0,PLAIN-207,dibud,1,2048,1068,647,421,1,cap100,100,100,100,20,0.5440448510008657,0.5440448510008657,131,1,131,0.019183874130249,131.0,131.0,0.5440448510008657
nfcorpus,0,PLAIN-207,dibud,1,4096,1068,647,421,1,cap100,100,100,100,20,0.5440448510008657,0.5440448510008657,131,1,131,0.0191850662231445,131.0,131.0,0.5440448510008657
nfcorpus,0,PLAIN-207,dibud,1,8192,1068,647,421,1,cap100,100,100,100,20,0.5440448510008657,0.5440448510008657,131,1,131,0.0191850662231445,131.0,131.0,0.5440448510008657
nfcorpus,0,PLAIN-207,dibud,1,10000,1068,647,421,1,cap100,100,100,100,20,0.5440448510008657,0.5440448510008657,131,1,131,0.0191850662231445,131.0,131.0,0.5440448510008657
nfcorpus,0,PLAIN-2071,dibud,1,128,128,107,21,1,budget,17,17,17,17,0.415394839927727,0.448259810495304,324,1,128,0.0193457603454589,324.0,128.0,0.415394839927727
nfcorpus,0,PLAIN-2071,dibud,1,256,256,235,21,1,budget,19,19,19,19,0.448259810495304,0.448259810495304,324,1,256,0.0193467140197753,324.0,256.0,0.448259810495304
nfcorpus,0,PLAIN-2071,dibud,1,512,512,491,21,1,budget,21,21,21,20,0.448259810495304,0.448259810495304,324,1,324,0.0193467140197753,324.0,324.0,0.448259810495304
nfcorpus,0,PLAIN-2071,dibud,1,1024,1024,1003,21,1,budget,21,21,21,20,0.448259810495304,0.448259810495304,324,1,324,0.0193479061126709,324.0,324.0,0.448259810495304
nfcorpus,0,PLAIN-2071,dibud,1,2048,1453,1432,21,1,cap100,100,100,100,20,0.448259810495304,0.448259810495304,324,1,324,0.0193479061126709,324.0,324.0,0.448259810495304
nfcorpus,0,PLAIN-2071,dibud,1,4096,1453,1432,21,1,cap100,100,100,100,20,0.448259810495304,0.448259810495304,324,1,324,0.0193479061126709,324.0,324.0,0.448259810495304
nfcorpus,0,PLAIN-2071,dibud,1,8192,1453,1432,21,1,cap100,100,100,100,20,0.448259810495304,0.448259810495304,324,1,324,0.0193479061126709,324.0,324.0,0.448259810495304
nfcorpus,0,PLAIN-2071,dibud,1,10000,1453,1432,21,1,cap100,100,100,100,20,0.448259810495304,0.448259810495304,324,1,324,0.0193479061126709,324.0,324.0,0.448259810495304
nfcorpus,0,PLAIN-2081,dibud,1,128,128,62,66,1,budget,5,5,5,5,1.0,1.0,1991,1,128,0.0406880378723144,1991.0,128.0,1.0
nfcorpus,0,PLAIN-2081,dibud,1,256,256,123,133,1,budget,6,6,6,6,1.0,1.0,1991,1,256,0.0406889915466308,1991.0,256.0,1.0
nfcorpus,0,PLAIN-2081,dibud,1,512,512,249,263,1,budget,8,8,8,8,1.0,1.0,1991,1,512,0.0406889915466308,1991.0,512.0,1.0
nfcorpus,0,PLAIN-2081,dibud,1,1024,1024,761,263,1,budget,13,13,13,13,1.0,1.0,1991,1,1024,0.0406889915466308,1991.0,1024.0,1.0
nfcorpus,0,PLAIN-2081,dibud,1,2048,2048,1785,263,1,budget,20,20,20,20,1.0,1.0,1991,1,1991,0.0406901836395263,1991.0,1991.0,1.0
nfcorpus,0,PLAIN-2081,dibud,1,4096,3841,3578,263,1,cap100,100,100,100,20,1.0,1.0,1991,1,1991,0.0406901836395263,1991.0,1991.0,1.0
nfcorpus,0,PLAIN-2081,dibud,1,8192,3841,3578,263,1,cap100,100,100,100,20,1.0,1.0,1991,1,1991,0.0406901836395263,1991.0,1991.0,1.0
nfcorpus,0,PLAIN-2081,dibud,1,10000,3841,3578,263,1,cap100,100,100,100,20,1.0,1.0,1991,1,1991,0.0406901836395263,1991.0,1991.0,1.0
nfcorpus,0,PLAIN-2092,dibud,1,128,105,100,5,1,cap100,100,100,100,20,0.6489315753318465,0.6489315753318465,25,1,25,0.0117397308349609,25.0,25.0,0.6489315753318465
nfcorpus,0,PLAIN-2092,dibud,1,256,105,100,5,1,cap100,100,100,100,20,0.6489315753318465,0.6489315753318465,25,1,25,0.0117397308349609,25.0,25.0,0.6489315753318465
nfcorpus,0,PLAIN-2092,dibud,1,512,105,100,5,1,cap100,100,100,100,20,0.6489315753318465,0.6489315753318465,25,1,25,0.0117409229278564,25.0,25.0,0.6489315753318465
nfcorpus,0,PLAIN-2092,dibud,1,1024,105,100,5,1,cap100,100,100,100,20,0.6489315753318465,0.6489315753318465,25,1,25,0.0117409229278564,25.0,25.0,0.6489315753318465
nfcorpus,0,PLAIN-2092,dibud,1,2048,105,100,5,1,cap100,100,100,100,20,0.6489315753318465,0.6489315753318465,25,1,25,0.0117409229278564,25.0,25.0,0.6489315753318465
nfcorpus,0,PLAIN-2092,dibud,1,4096,105,100,5,1,cap100,100,100,100,20,0.6489315753318465,0.6489315753318465,25,1,25,0.0117409229278564,25.0,25.0,0.6489315753318465
nfcorpus,0,PLAIN-2092,dibud,1,8192,105,100,5,1,cap100,100,100,100,20,0.6489315753318465,0.6489315753318465,25,1,25,0.0117409229278564,25.0,25.0,0.6489315753318465
nfcorpus,0,PLAIN-2092,dibud,1,10000,105,100,5,1,cap100,100,100,100,20,0.6489315753318465,0.6489315753318465,25,1,25,0.0117409229278564,25.0,25.0,0.6489315753318465
nfcorpus,0,PLAIN-2102,dibud,1,128,128,61,67,1,budget,29,29,29,20,0.7981726467630914,0.7981726467630914,102,1,102,0.0223081111907959,102.0,102.0,0.7981726467630914
nfcorpus,0,PLAIN-2102,dibud,1,256,256,122,134,1,budget,35,35,35,20,0.7981726467630914,0.7981726467630914,102,1,102,0.0223081111907959,102.0,102.0,0.7981726467630914
nfcorpus,0,PLAIN-2102,dibud,1,512,512,282,230,1,budget,54,54,54,20,0.7981726467630914,0.7981726467630914,102,1,102,0.0223088264465332,102.0,102.0,0.7981726467630914
nfcorpus,0,PLAIN-2102,dibud,1,1024,1024,794,230,1,budget,62,62,62,20,0.7981726467630914,0.7981726467630914,102,1,102,0.0223088264465332,102.0,102.0,0.7981726467630914
nfcorpus,0,PLAIN-2102,dibud,1,2048,1479,1249,230,1,cap100,100,100,100,20,0.7981726467630914,0.7981726467630914,102,1,102,0.0223088264465332,102.0,102.0,0.7981726467630914
nfcorpus,0,PLAIN-2102,dibud,1,4096,1479,1249,230,1,cap100,100,100,100,20,0.7981726467630914,0.7981726467630914,102,1,102,0.0223088264465332,102.0,102.0,0.7981726467630914
nfcorpus,0,PLAIN-2102,dibud,1,8192,1479,1249,230,1,cap100,100,100,100,20,0.7981726467630914,0.7981726467630914,102,1,102,0.0223088264465332,102.0,102.0,0.7981726467630914
nfcorpus,0,PLAIN-2102,dibud,1,10000,1479,1249,230,1,cap100,100,100,100,20,0.7981726467630914,0.7981726467630914,102,1,102,0.0223097801208496,102.0,102.0,0.7981726467630914
nfcorpus,0,PLAIN-2113,dibud,1,128,128,58,70,1,budget,5,5,5,5,0.0,0.0,1294,1,128,0.0416629314422607,1294.0,128.0,0.0
nfcorpus,0,PLAIN-2113,dibud,1,256,256,115,141,1,budget,7,7,7,7,0.0,0.0,1294,1,256,0.0416629314422607,1294.0,256.0,0.0
nfcorpus,0,PLAIN-2113,dibud,1,512,512,196,316,1,budget,11,11,11,11,0.0,0.0,1294,1,512,0.0416638851165771,1294.0,512.0,0.0
nfcorpus,0,PLAIN-2113,dibud,1,1024,1024,304,720,1,budget,17,17,17,17,0.0,0.0,1294,1,1024,0.0416638851165771,1294.0,1024.0,0.0
nfcorpus,0,PLAIN-2113,dibud,1,2048,2048,1140,908,1,budget,27,27,27,20,0.0,0.0,1294,1,1294,0.0416638851165771,1294.0,1294.0,0.0
nfcorpus,0,PLAIN-2113,dibud,1,4096,4096,3188,908,1,budget,73,73,73,20,0.0,0.0,1294,1,1294,0.0416650772094726,1294.0,1294.0,0.0
nfcorpus,0,PLAIN-2113,dibud,1,8192,4099,3191,908,1,cap100,100,100,100,20,0.0,0.0,1294,1,1294,0.0416650772094726,1294.0,1294.0,0.0
nfcorpus,0,PLAIN-2113,dibud,1,10000,4099,3191,908,1,cap100,100,100,100,20,0.0,0.0,1294,1,1294,0.0416650772094726,1294.0,1294.0,0.0
nfcorpus,0,PLAIN-2124,dibud,1,128,102,100,2,1,cap100,100,100,100,20,0.5363793932401334,0.5363793932401334,22,1,22,0.0114040374755859,22.0,22.0,0.5363793932401334
nfcorpus,0,PLAIN-2124,dibud,1,256,102,100,2,1,cap100,100,100,100,20,0.5363793932401334,0.5363793932401334,22,1,22,0.0114049911499023,22.0,22.0,0.5363793932401334
nfcorpus,0,PLAIN-2124,dibud,1,512,102,100,2,1,cap100,100,100,100,20,0.5363793932401334,0.5363793932401334,22,1,22,0.0114049911499023,22.0,22.0,0.5363793932401334
nfcorpus,0,PLAIN-2124,dibud,1,1024,102,100,2,1,cap100,100,100,100,20,0.5363793932401334,0.5363793932401334,22,1,22,0.0114049911499023,22.0,22.0,0.5363793932401334
nfcorpus,0,PLAIN-2124,dibud,1,2048,102,100,2,1,cap100,100,100,100,20,0.5363793932401334,0.5363793932401334,22,1,22,0.0114059448242187,22.0,22.0,0.5363793932401334
nfcorpus,0,PLAIN-2124,dibud,1,4096,102,100,2,1,cap100,100,100,100,20,0.5363793932401334,0.5363793932401334,22,1,22,0.0114059448242187,22.0,22.0,0.5363793932401334
nfcorpus,0,PLAIN-2124,dibud,1,8192,102,100,2,1,cap100,100,100,100,20,0.5363793932401334,0.5363793932401334,22,1,22,0.0114059448242187,22.0,22.0,0.5363793932401334
nfcorpus,0,PLAIN-2124,dibud,1,10000,102,100,2,1,cap100,100,100,100,20,0.5363793932401334,0.5363793932401334,22,1,22,0.0114059448242187,22.0,22.0,0.5363793932401334
nfcorpus,0,PLAIN-2134,dibud,1,128,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0121209621429443,20.0,20.0,0.0
nfcorpus,0,PLAIN-2134,dibud,1,256,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0121209621429443,20.0,20.0,0.0
nfcorpus,0,PLAIN-2134,dibud,1,512,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0121209621429443,20.0,20.0,0.0
nfcorpus,0,PLAIN-2134,dibud,1,1024,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0121209621429443,20.0,20.0,0.0
nfcorpus,0,PLAIN-2134,dibud,1,2048,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0121221542358398,20.0,20.0,0.0
nfcorpus,0,PLAIN-2134,dibud,1,4096,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0121221542358398,20.0,20.0,0.0
nfcorpus,0,PLAIN-2134,dibud,1,8192,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0121221542358398,20.0,20.0,0.0
nfcorpus,0,PLAIN-2134,dibud,1,10000,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0121221542358398,20.0,20.0,0.0
nfcorpus,0,PLAIN-2145,dibud,1,128,128,79,49,1,budget,5,5,5,5,0.1482972305701491,0.1482972305701491,1463,1,128,0.0358071327209472,1463.0,128.0,0.1482972305701491
nfcorpus,0,PLAIN-2145,dibud,1,256,256,207,49,1,budget,10,10,10,10,0.1482972305701491,0.1482972305701491,1463,1,256,0.0358080863952636,1463.0,256.0,0.1482972305701491
nfcorpus,0,PLAIN-2145,dibud,1,512,512,463,49,1,budget,11,11,11,11,0.1482972305701491,0.1482972305701491,1463,1,512,0.0358080863952636,1463.0,512.0,0.1482972305701491
nfcorpus,0,PLAIN-2145,dibud,1,1024,1024,975,49,1,budget,13,13,13,13,0.1482972305701491,0.1482972305701491,1463,1,1024,0.03580904006958,1463.0,1024.0,0.1482972305701491
nfcorpus,0,PLAIN-2145,dibud,1,2048,2048,1999,49,1,budget,20,20,20,20,0.1482972305701491,0.1482972305701491,1463,1,1463,0.03580904006958,1463.0,1463.0,0.1482972305701491
nfcorpus,0,PLAIN-2145,dibud,1,4096,3403,3354,49,1,cap100,100,100,100,20,0.1482972305701491,0.1482972305701491,1463,1,1463,0.03580904006958,1463.0,1463.0,0.1482972305701491
nfcorpus,0,PLAIN-2145,dibud,1,8192,3403,3354,49,1,cap100,100,100,100,20,0.1482972305701491,0.1482972305701491,1463,1,1463,0.03580904006958,1463.0,1463.0,0.1482972305701491
nfcorpus,0,PLAIN-2145,dibud,1,10000,3403,3354,49,1,cap100,100,100,100,20,0.1482972305701491,0.1482972305701491,1463,1,1463,0.03580904006958,1463.0,1463.0,0.1482972305701491
nfcorpus,0,PLAIN-2156,dibud,1,128,103,100,3,1,cap100,100,100,100,20,0.644824486427155,0.644824486427155,23,1,23,0.012186050415039,23.0,23.0,0.644824486427155
nfcorpus,0,PLAIN-2156,dibud,1,256,103,100,3,1,cap100,100,100,100,20,0.644824486427155,0.644824486427155,23,1,23,0.0121867656707763,23.0,23.0,0.644824486427155
nfcorpus,0,PLAIN-2156,dibud,1,512,103,100,3,1,cap100,100,100,100,20,0.644824486427155,0.644824486427155,23,1,23,0.0121867656707763,23.0,23.0,0.644824486427155
nfcorpus,0,PLAIN-2156,dibud,1,1024,103,100,3,1,cap100,100,100,100,20,0.644824486427155,0.644824486427155,23,1,23,0.0121867656707763,23.0,23.0,0.644824486427155
nfcorpus,0,PLAIN-2156,dibud,1,2048,103,100,3,1,cap100,100,100,100,20,0.644824486427155,0.644824486427155,23,1,23,0.0121877193450927,23.0,23.0,0.644824486427155
nfcorpus,0,PLAIN-2156,dibud,1,4096,103,100,3,1,cap100,100,100,100,20,0.644824486427155,0.644824486427155,23,1,23,0.0121877193450927,23.0,23.0,0.644824486427155
nfcorpus,0,PLAIN-2156,dibud,1,8192,103,100,3,1,cap100,100,100,100,20,0.644824486427155,0.644824486427155,23,1,23,0.0121877193450927,23.0,23.0,0.644824486427155
nfcorpus,0,PLAIN-2156,dibud,1,10000,103,100,3,1,cap100,100,100,100,20,0.644824486427155,0.644824486427155,23,1,23,0.0121877193450927,23.0,23.0,0.644824486427155
nfcorpus,0,PLAIN-2167,dibud,1,128,101,99,2,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.0121281147003173,21.0,21.0,0.0
nfcorpus,0,PLAIN-2167,dibud,1,256,101,99,2,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.0121281147003173,21.0,21.0,0.0
nfcorpus,0,PLAIN-2167,dibud,1,512,101,99,2,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.0121290683746337,21.0,21.0,0.0
nfcorpus,0,PLAIN-2167,dibud,1,1024,101,99,2,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.0121290683746337,21.0,21.0,0.0
nfcorpus,0,PLAIN-2167,dibud,1,2048,101,99,2,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.0121290683746337,21.0,21.0,0.0
nfcorpus,0,PLAIN-2167,dibud,1,4096,101,99,2,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.0121290683746337,21.0,21.0,0.0
nfcorpus,0,PLAIN-2167,dibud,1,8192,101,99,2,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.0121290683746337,21.0,21.0,0.0
nfcorpus,0,PLAIN-2167,dibud,1,10000,101,99,2,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.0121300220489501,21.0,21.0,0.0
nfcorpus,0,PLAIN-217,dibud,1,128,128,64,64,1,budget,7,7,7,7,0.0,0.041058779386889,557,1,128,0.0356631278991699,557.0,128.0,0.0
nfcorpus,0,PLAIN-217,dibud,1,256,256,133,123,1,budget,10,10,10,10,0.041058779386889,0.041058779386889,557,1,256,0.0356640815734863,557.0,256.0,0.041058779386889
nfcorpus,0,PLAIN-217,dibud,1,512,512,270,242,1,budget,17,17,17,17,0.041058779386889,0.041058779386889,557,1,512,0.0356640815734863,557.0,512.0,0.041058779386889
nfcorpus,0,PLAIN-217,dibud,1,1024,1024,636,388,1,budget,24,24,24,20,0.041058779386889,0.041058779386889,557,1,557,0.0356647968292236,557.0,557.0,0.041058779386889
nfcorpus,0,PLAIN-217,dibud,1,2048,2048,1193,855,1,budget,30,30,30,20,0.041058779386889,0.041058779386889,557,1,557,0.0356647968292236,557.0,557.0,0.041058779386889
nfcorpus,0,PLAIN-217,dibud,1,4096,3210,1603,1607,1,cap100,100,100,100,20,0.041058779386889,0.041058779386889,557,1,557,0.0356647968292236,557.0,557.0,0.041058779386889
nfcorpus,0,PLAIN-217,dibud,1,8192,3210,1603,1607,1,cap100,100,100,100,20,0.041058779386889,0.041058779386889,557,1,557,0.0356647968292236,557.0,557.0,0.041058779386889
nfcorpus,0,PLAIN-217,dibud,1,10000,3210,1603,1607,1,cap100,100,100,100,20,0.041058779386889,0.041058779386889,557,1,557,0.0356647968292236,557.0,557.0,0.041058779386889
nfcorpus,0,PLAIN-2177,dibud,1,128,128,118,10,1,budget,5,5,5,5,0.1161219034500177,0.2638902137399108,827,1,128,0.0158610343933105,827.0,128.0,0.1161219034500177
nfcorpus,0,PLAIN-2177,dibud,1,256,256,246,10,1,budget,7,7,7,7,0.1161219034500177,0.2638902137399108,827,1,256,0.0158610343933105,827.0,256.0,0.1161219034500177
nfcorpus,0,PLAIN-2177,dibud,1,512,512,502,10,1,budget,8,8,8,8,0.1161219034500177,0.2638902137399108,827,1,512,0.0158619880676269,827.0,512.0,0.1161219034500177
nfcorpus,0,PLAIN-2177,dibud,1,1024,827,817,10,1,cap100,100,100,100,20,0.2638902137399108,0.2638902137399108,827,1,827,0.0158619880676269,827.0,827.0,0.2638902137399108
nfcorpus,0,PLAIN-2177,dibud,1,2048,827,817,10,1,cap100,100,100,100,20,0.2638902137399108,0.2638902137399108,827,1,827,0.0158619880676269,827.0,827.0,0.2638902137399108
nfcorpus,0,PLAIN-2177,dibud,1,4096,827,817,10,1,cap100,100,100,100,20,0.2638902137399108,0.2638902137399108,827,1,827,0.0158629417419433,827.0,827.0,0.2638902137399108
nfcorpus,0,PLAIN-2177,dibud,1,8192,827,817,10,1,cap100,100,100,100,20,0.2638902137399108,0.2638902137399108,827,1,827,0.0158629417419433,827.0,827.0,0.2638902137399108
nfcorpus,0,PLAIN-2177,dibud,1,10000,827,817,10,1,cap100,100,100,100,20,0.2638902137399108,0.2638902137399108,827,1,827,0.0158629417419433,827.0,827.0,0.2638902137399108
nfcorpus,0,PLAIN-2187,dibud,1,128,102,100,2,1,cap100,100,100,100,20,0.4468610554647604,0.4468610554647604,22,1,22,0.0118021965026855,22.0,22.0,0.4468610554647604
nfcorpus,0,PLAIN-2187,dibud,1,256,102,100,2,1,cap100,100,100,100,20,0.4468610554647604,0.4468610554647604,22,1,22,0.0118031501770019,22.0,22.0,0.4468610554647604
nfcorpus,0,PLAIN-2187,dibud,1,512,102,100,2,1,cap100,100,100,100,20,0.4468610554647604,0.4468610554647604,22,1,22,0.0118031501770019,22.0,22.0,0.4468610554647604
nfcorpus,0,PLAIN-2187,dibud,1,1024,102,100,2,1,cap100,100,100,100,20,0.4468610554647604,0.4468610554647604,22,1,22,0.0118031501770019,22.0,22.0,0.4468610554647604
nfcorpus,0,PLAIN-2187,dibud,1,2048,102,100,2,1,cap100,100,100,100,20,0.4468610554647604,0.4468610554647604,22,1,22,0.0118031501770019,22.0,22.0,0.4468610554647604
nfcorpus,0,PLAIN-2187,dibud,1,4096,102,100,2,1,cap100,100,100,100,20,0.4468610554647604,0.4468610554647604,22,1,22,0.0118041038513183,22.0,22.0,0.4468610554647604
nfcorpus,0,PLAIN-2187,dibud,1,8192,102,100,2,1,cap100,100,100,100,20,0.4468610554647604,0.4468610554647604,22,1,22,0.0118041038513183,22.0,22.0,0.4468610554647604
nfcorpus,0,PLAIN-2187,dibud,1,10000,102,100,2,1,cap100,100,100,100,20,0.4468610554647604,0.4468610554647604,22,1,22,0.0118041038513183,22.0,22.0,0.4468610554647604
nfcorpus,0,PLAIN-2197,dibud,1,128,128,94,34,1,budget,16,16,16,16,0.6458842965221303,0.7128122393456898,164,1,128,0.0275239944458007,164.0,128.0,0.6458842965221303
nfcorpus,0,PLAIN-2197,dibud,1,256,256,222,34,1,budget,26,26,26,20,0.7128122393456898,0.7128122393456898,164,1,164,0.0275249481201171,164.0,164.0,0.7128122393456898
nfcorpus,0,PLAIN-2197,dibud,1,512,512,478,34,1,budget,34,34,34,20,0.7128122393456898,0.7128122393456898,164,1,164,0.0275259017944335,164.0,164.0,0.7128122393456898
nfcorpus,0,PLAIN-2197,dibud,1,1024,1024,990,34,1,budget,37,37,37,20,0.7128122393456898,0.7128122393456898,164,1,164,0.0275259017944335,164.0,164.0,0.7128122393456898
nfcorpus,0,PLAIN-2197,dibud,1,2048,2048,2014,34,1,budget,38,38,38,20,0.7128122393456898,0.7128122393456898,164,1,164,0.0275259017944335,164.0,164.0,0.7128122393456898
nfcorpus,0,PLAIN-2197,dibud,1,4096,2533,2499,34,1,cap100,100,100,100,20,0.7128122393456898,0.7128122393456898,164,1,164,0.0275259017944335,164.0,164.0,0.7128122393456898
nfcorpus,0,PLAIN-2197,dibud,1,8192,2533,2499,34,1,cap100,100,100,100,20,0.7128122393456898,0.7128122393456898,164,1,164,0.0275259017944335,164.0,164.0,0.7128122393456898
nfcorpus,0,PLAIN-2197,dibud,1,10000,2533,2499,34,1,cap100,100,100,100,20,0.7128122393456898,0.7128122393456898,164,1,164,0.0275270938873291,164.0,164.0,0.7128122393456898
nfcorpus,0,PLAIN-2209,dibud,1,128,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0119791030883789,20.0,20.0,0.0
nfcorpus,0,PLAIN-2209,dibud,1,256,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0119798183441162,20.0,20.0,0.0
nfcorpus,0,PLAIN-2209,dibud,1,512,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0119798183441162,20.0,20.0,0.0
nfcorpus,0,PLAIN-2209,dibud,1,1024,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0119807720184326,20.0,20.0,0.0
nfcorpus,0,PLAIN-2209,dibud,1,2048,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0119807720184326,20.0,20.0,0.0
nfcorpus,0,PLAIN-2209,dibud,1,4096,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0119807720184326,20.0,20.0,0.0
nfcorpus,0,PLAIN-2209,dibud,1,8192,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0119807720184326,20.0,20.0,0.0
nfcorpus,0,PLAIN-2209,dibud,1,10000,100,100,0,1,cap100,100,100,100,20,0.0,0.0,20,1,20,0.0119807720184326,20.0,20.0,0.0
nfcorpus,0,PLAIN-2220,dibud,1,128,101,100,1,1,cap100,100,100,100,20,0.3525683241217281,0.3525683241217281,21,1,21,0.0120987892150878,21.0,21.0,0.3525683241217281
nfcorpus,0,PLAIN-2220,dibud,1,256,101,100,1,1,cap100,100,100,100,20,0.3525683241217281,0.3525683241217281,21,1,21,0.0120997428894042,21.0,21.0,0.3525683241217281
nfcorpus,0,PLAIN-2220,dibud,1,512,101,100,1,1,cap100,100,100,100,20,0.3525683241217281,0.3525683241217281,21,1,21,0.0120997428894042,21.0,21.0,0.3525683241217281
nfcorpus,0,PLAIN-2220,dibud,1,1024,101,100,1,1,cap100,100,100,100,20,0.3525683241217281,0.3525683241217281,21,1,21,0.0121006965637207,21.0,21.0,0.3525683241217281
nfcorpus,0,PLAIN-2220,dibud,1,2048,101,100,1,1,cap100,100,100,100,20,0.3525683241217281,0.3525683241217281,21,1,21,0.0121006965637207,21.0,21.0,0.3525683241217281
nfcorpus,0,PLAIN-2220,dibud,1,4096,101,100,1,1,cap100,100,100,100,20,0.3525683241217281,0.3525683241217281,21,1,21,0.0121006965637207,21.0,21.0,0.3525683241217281
nfcorpus,0,PLAIN-2220,dibud,1,8192,101,100,1,1,cap100,100,100,100,20,0.3525683241217281,0.3525683241217281,21,1,21,0.0121006965637207,21.0,21.0,0.3525683241217281
nfcorpus,0,PLAIN-2220,dibud,1,10000,101,100,1,1,cap100,100,100,100,20,0.3525683241217281,0.3525683241217281,21,1,21,0.0121006965637207,21.0,21.0,0.3525683241217281
nfcorpus,0,PLAIN-2230,dibud,1,128,128,122,6,1,budget,1,1,1,1,0.0,0.1734276569882394,2487,1,128,0.0261693000793457,2487.0,128.0,0.0
nfcorpus,0,PLAIN-2230,dibud,1,256,256,250,6,1,budget,1,1,1,1,0.0,0.1734276569882394,2487,1,256,0.0261693000793457,2487.0,256.0,0.0
nfcorpus,0,PLAIN-2230,dibud,1,512,512,506,6,1,budget,1,1,1,1,0.0,0.1734276569882394,2487,1,512,0.0261702537536621,2487.0,512.0,0.0
nfcorpus,0,PLAIN-2230,dibud,1,1024,1024,1018,6,1,budget,2,2,2,2,0.1734276569882394,0.1734276569882394,2487,1,1024,0.0261702537536621,2487.0,1024.0,0.1734276569882394
nfcorpus,0,PLAIN-2230,dibud,1,2048,2048,2042,6,1,budget,2,2,2,2,0.1734276569882394,0.1734276569882394,2487,1,2048,0.0261702537536621,2487.0,2048.0,0.1734276569882394
nfcorpus,0,PLAIN-2230,dibud,1,4096,2487,2481,6,1,cap100,100,100,100,20,0.1734276569882394,0.1734276569882394,2487,1,2487,0.0261702537536621,2487.0,2487.0,0.1734276569882394
nfcorpus,0,PLAIN-2230,dibud,1,8192,2487,2481,6,1,cap100,100,100,100,20,0.1734276569882394,0.1734276569882394,2487,1,2487,0.0261712074279785,2487.0,2487.0,0.1734276569882394
nfcorpus,0,PLAIN-2230,dibud,1,10000,2487,2481,6,1,cap100,100,100,100,20,0.1734276569882394,0.1734276569882394,2487,1,2487,0.0261712074279785,2487.0,2487.0,0.1734276569882394
nfcorpus,0,PLAIN-2240,dibud,1,128,128,119,9,1,budget,6,6,6,6,0.5311778327782406,0.6510292794847371,2233,1,128,0.0240697860717773,2233.0,128.0,0.5311778327782406
