dataset,budget,method,cap,ndcg10_linear,ndcg10_exponential,recall
trec-covid-chrono-r1,256,fixed_topL_zero,100,0.7019524784092841,0.671992754127885,0.26286064104006424
trec-covid-chrono-r1,512,balanced_cert,20,0.6860334754070411,0.6582081946611004,0.09110333150802546
trec-covid-chrono-r1,512,balanced_cert,100,0.6860334754070411,0.6582081946611004,0.1052392011580391
trec-covid-chrono-r1,512,balanced_zero,20,0.703658980508675,0.6731836401174071,0.10624333236134637
trec-covid-chrono-r1,512,balanced_zero,100,0.703658980508675,0.6731836401174071,0.2717585095594395
trec-covid-chrono-r1,512,blocker_cert,20,0.6860334754070411,0.6582081946611004,0.09143015876953299
trec-covid-chrono-r1,512,blocker_cert,100,0.6860334754070411,0.6582081946611004,0.10768403711650269
trec-covid-chrono-r1,512,blocker_zero,20,0.703658980508675,0.6731836401174071,0.10611610589824204
trec-covid-chrono-r1,512,blocker_zero,100,0.703658980508675,0.6731836401174071,0.2729168451203412
trec-covid-chrono-r1,512,fixed_topL_zero,20,0.703658980508675,0.6731836401174071,0.10624333236134637
trec-covid-chrono-r1,512,fixed_topL_zero,100,0.703658980508675,0.6731836401174071,0.2717585095594395
trec-covid-chrono-r1,1024,balanced_cert,20,0.6957614117944277,0.6671471362863891,0.09584750228734491
trec-covid-chrono-r1,1024,balanced_cert,100,0.6957614117944277,0.6671471362863891,0.12856765856904068
trec-covid-chrono-r1,1024,balanced_zero,20,0.7036186255619719,0.6738575948748494,0.10589854618116692
trec-covid-chrono-r1,1024,balanced_zero,100,0.7036186255619719,0.6738575948748494,0.27695018007865096
trec-covid-chrono-r1,1024,blocker_cert,20,0.6957614117944277,0.6671471362863891,0.09648625193925246
trec-covid-chrono-r1,1024,blocker_cert,100,0.6957614117944277,0.6671471362863891,0.1318321795276798
trec-covid-chrono-r1,1024,blocker_zero,20,0.7047319220066608,0.6753419901344347,0.10589854618116692
trec-covid-chrono-r1,1024,blocker_zero,100,0.7047319220066608,0.6753419901344347,0.27797256012841043
trec-covid-chrono-r1,1024,fixed_topL_zero,20,0.7036186255619719,0.6738575948748494,0.10589854618116692
trec-covid-chrono-r1,1024,fixed_topL_zero,100,0.7036186255619719,0.6738575948748494,0.27695018007865096
trec-covid-chrono-r1,2048,balanced_cert,20,0.7050889960444974,0.6755800394929924,0.09998776243347737
trec-covid-chrono-r1,2048,balanced_cert,100,0.7050889960444974,0.6755800394929924,0.1417299126727498
trec-covid-chrono-r1,2048,balanced_zero,20,0.706246183076777,0.6763514975145122,0.10553791788320774
trec-covid-chrono-r1,2048,balanced_zero,100,0.706246183076777,0.6763514975145122,0.2782917147780092
trec-covid-chrono-r1,2048,blocker_cert,20,0.7050889960444974,0.6755800394929924,0.10037720884565106
trec-covid-chrono-r1,2048,blocker_cert,100,0.7050889960444974,0.6755800394929924,0.1493779573127777
trec-covid-chrono-r1,2048,blocker_zero,20,0.706246183076777,0.6763514975145122,0.10553791788320774
trec-covid-chrono-r1,2048,blocker_zero,100,0.706246183076777,0.6763514975145122,0.27811068976652015
trec-covid-chrono-r1,2048,fixed_topL_zero,20,0.706246183076777,0.6763514975145122,0.10553791788320774
trec-covid-chrono-r1,2048,fixed_topL_zero,100,0.706246183076777,0.6763514975145122,0.2782917147780092
trec-covid-chrono-r1,4096,balanced_cert,20,0.7050889960444974,0.6755800394929924,0.10221861113057801
trec-covid-chrono-r1,4096,balanced_cert,100,0.7050889960444974,0.6755800394929924,0.1591846663816849
trec-covid-chrono-r1,4096,balanced_zero,20,0.706246183076777,0.6763514975145122,0.10558714259910947
trec-covid-chrono-r1,4096,balanced_zero,100,0.706246183076777,0.6763514975145122,0.27864977494066717
trec-covid-chrono-r1,4096,blocker_cert,20,0.7050889960444974,0.6755800394929924,0.10221861113057801
trec-covid-chrono-r1,4096,blocker_cert,100,0.7050889960444974,0.6755800394929924,0.1719186504461399
trec-covid-chrono-r1,4096,blocker_zero,20,0.706246183076777,0.6763514975145122,0.10558714259910947
trec-covid-chrono-r1,4096,blocker_zero,100,0.706246183076777,0.6763514975145122,0.27863431372888914
trec-covid-chrono-r1,4096,fixed_topL_zero,20,0.706246183076777,0.6763514975145122,0.10558714259910947
