dataset,query_id,budget,cap,method,dense_depth,sparse_depth,actual_reads,candidates,returned,empty,has10,exact10,position_agreement10,top10_set_same_order_diff,ndcg10,recall
msmarco-passage-trec-dl-2019,1110199,4096,20,blocker_cert,1152,2944,4096,3465,17,0,1,1,1.0,0,0.4492665775732898,0.2571428571428571
msmarco-passage-trec-dl-2019,1110199,4096,100,blocker_cert,1152,2944,4096,3465,17,0,1,1,1.0,0,0.4492665775732898,0.2571428571428571
msmarco-passage-trec-dl-2019,1110199,8192,20,fixed_topL_zero,4096,4096,8192,6476,20,0,1,1,1.0,0,0.4492665775732898,0.3142857142857143
msmarco-passage-trec-dl-2019,1110199,8192,100,fixed_topL_zero,4096,4096,8192,6476,100,0,1,1,1.0,0,0.4492665775732898,0.5142857142857142
msmarco-passage-trec-dl-2019,1110199,8192,20,balanced_zero,4096,4096,8192,6476,20,0,1,1,1.0,0,0.4492665775732898,0.3142857142857143
msmarco-passage-trec-dl-2019,1110199,8192,100,balanced_zero,4096,4096,8192,6476,100,0,1,1,1.0,0,0.4492665775732898,0.5142857142857142
msmarco-passage-trec-dl-2019,1110199,8192,20,balanced_cert,4096,4096,8192,6476,17,0,1,1,1.0,0,0.4492665775732898,0.2571428571428571
msmarco-passage-trec-dl-2019,1110199,8192,100,balanced_cert,4096,4096,8192,6476,17,0,1,1,1.0,0,0.4492665775732898,0.2571428571428571
msmarco-passage-trec-dl-2019,1110199,8192,20,blocker_zero,3192,5000,8192,6621,20,0,1,1,1.0,0,0.4492665775732898,0.3142857142857143
msmarco-passage-trec-dl-2019,1110199,8192,100,blocker_zero,3192,5000,8192,6621,100,0,1,1,1.0,0,0.4492665775732898,0.5142857142857142
msmarco-passage-trec-dl-2019,1110199,8192,20,blocker_cert,3192,5000,8192,6621,19,0,1,1,1.0,0,0.4492665775732898,0.2857142857142857
msmarco-passage-trec-dl-2019,1110199,8192,100,blocker_cert,3192,5000,8192,6621,19,0,1,1,1.0,0,0.4492665775732898,0.2857142857142857
msmarco-passage-trec-dl-2019,1110199,10000,20,fixed_topL_zero,5000,5000,10000,8013,20,0,1,1,1.0,0,0.4492665775732898,0.3142857142857143
msmarco-passage-trec-dl-2019,1110199,10000,100,fixed_topL_zero,5000,5000,10000,8013,100,0,1,1,1.0,0,0.4492665775732898,0.5142857142857142
msmarco-passage-trec-dl-2019,1110199,10000,20,balanced_zero,5000,5000,10000,8013,20,0,1,1,1.0,0,0.4492665775732898,0.3142857142857143
